loan_id,income,age,employment_years,credit_score,loan_purpose,loan_term,loan_amount,loan_status
LN01197,49607.24402146637,37,17,647.8516303588241,home,36 months,16988.68374222055,current
LN01198,61049.79908834296,49,5,641.8375569180256,home,36 months,5275.936710240088,current
LN01199,54478.28268129323,26,17,553.6211333807862,home,36 months,12338.545837770644,default
LN01200,77282.80859947688,34,15,686.2457817968436,car,60 months,28734.5233115413,current
LN01201,,42,14,718.1207387209621,education,36 months,28605.775094800592,in grace period
LN01202,41411.889177494944,26,7,585.462389178315,business,60 months,5000.0,in grace period
LN01203,52445.95006064568,46,12,513.1969550100325,home,60 months,24721.29007162078,90+dpd
LN01204,60865.960580727755,59,6,637.0273649626964,business,36 months,5297.126229978543,current
LN01205,50977.20140651408,32,16,755.1910958856804,business,60 months,15985.176059359565,current
LN01206,50811.83382407765,55,31,734.17827865086,education,60 months,19026.807023076424,current
LN01207,35960.16624386489,34,21,593.8577611817237,None,36 months,27527.75370483125,current
LN01208,36741.98164898103,42,12,667.1579813409109,business,36 months,18254.120100027907,current
LN01209,21947.89456400613,43,22,663.4260578271857,car,36 months,9861.375659401372,current
LN01210,84991.53486373878,27,28,787.8451527106553,business,36 months,8160.584593728339,current
LN01211,25122.735292174297,60,21,515.1119239007787,education,36 months,,current
LN01212,36141.896044081856,45,0,559.8538692426465,business,36 months,13662.005310059423,current
LN01213,35631.85468861605,33,28,493.47892874469017,education,36 months,15913.063838896262,current
LN01214,67898.48753888882,41,4,618.9397929973876,home,60 months,29704.645934759686,current
LN01215,44101.00643415944,61,34,717.2723454996177,business,36 months,24348.979311493902,current
LN01216,74954.84145347468,30,9,634.3044495992169,business,36 months,35868.958435883185,90+dpd
LN01217,36530.18751512263,29,18,543.4869117703411,business,36 months,9818.025793230703,90+dpd
LN01218,55579.88324447604,35,36,669.9743818108627,home,36 months,12908.085272369104,current
LN01219,33293.05893480485,22,6,649.4888268525596,car,36 months,21836.87329378962,current
LN01220,92902.98255546777,45,34,620.2394701915142,business,36 months,38187.9750991645,current
LN01221,26248.031619409743,33,12,589.3547674591135,education,60 months,12051.346139540517,current
LN01222,56196.414204540546,54,9,665.2667199923743,car,36 months,20384.106462048396,in grace period
LN01223,62675.537618641974,54,1,713.424541729707,car,60 months,33212.30092757921,default
LN01224,58275.98194902996,55,5,611.3848595474361,car,36 months,20499.210151411193,default
LN01225,46294.246822445835,58,7,589.3158518953385,business,60 months,30200.03854636164,90+dpd
LN01226,47403.586005331475,23,35,779.8123636082072,home,60 months,39574.89422685727,in grace period
LN01227,,62,24,630.2243426300876,home,60 months,22951.23836302841,default
LN01228,47059.95996743023,26,39,663.0503106050539,business,36 months,24584.806238013836,current
LN01229,69277.58233589819,39,6,713.1930786262321,education,36 months,27429.450628801198,current
LN01230,94210.46003182702,23,22,567.6583869141125,education,36 months,10956.285021002957,90+dpd
LN01231,38850.16429984333,38,18,636.0832263235877,education,36 months,5184.332781261466,current
LN01232,22603.940408418443,59,21,505.93374982390185,business,36 months,21584.523915962844,current
LN01233,48234.359032974906,29,12,637.6098869618966,home,36 months,13748.706221754339,90+dpd
LN01234,101594.18675308637,32,20,796.2428092242804,business,60 months,30527.58219963624,default
LN01235,33926.50864060538,25,0,562.5636751127092,home,60 months,23142.97160369141,90+dpd
LN01236,82782.33610888134,23,18,564.6629421691736,car,60 months,30358.114033435282,default
LN01237,,31,32,814.2219700048302,business,36 months,7983.5110015219525,current
LN01238,38928.23516584011,50,3,557.1641822303279,home,36 months,30015.364334937032,default
LN01239,61379.66158370551,24,2,555.009081120456,car,60 months,5000.0,90+dpd
LN01240,82567.93246257075,25,26,794.4300916625232,car,36 months,8803.898558057308,in grace period
LN01241,42417.44518025026,21,34,557.8944999970893,business,36 months,26322.384393417466,default
LN01242,45928.392797952765,47,27,759.6023368215964,home,36 months,14974.385828915098,current
LN01243,38366.38172102712,48,5,656.0826890356127,car,60 months,15936.982553286925,default
LN01244,29704.86538614266,49,5,718.1118100959231,business,60 months,21072.3427753057,current
LN01245,37014.449098679856,38,22,648.5690419679872,car,36 months,34219.550071304446,current
LN01246,25521.19466475487,32,32,699.6303095384077,education,60 months,5000.0,current
LN01247,50681.66936518452,33,15,584.9202011271707,business,60 months,32487.063626978616,current
LN01248,34600.53537882716,61,23,590.1782912398337,car,36 months,33074.60119141372,90+dpd
LN01249,54675.71823581495,22,4,505.119864601829,business,36 months,14956.26378038639,current
LN01250,18882.087075927455,57,12,685.4367398616168,business,60 months,13051.151930116237,current
LN01251,56617.60464428914,36,11,684.5174080190035,home,60 months,18820.293235032976,in grace period
LN01252,66670.5792321785,44,4,594.6878048017588,home,36 months,12838.28297398878,current
LN01253,10125.28714857089,55,36,486.2320931089565,car,36 months,23447.765704528287,in grace period
LN01254,57481.131396951445,42,30,675.7380011433513,business,36 months,24750.122503518323,current
LN01255,74553.37984946584,56,27,790.400146626159,business,60 months,5000.0,current
LN01256,25807.17962617589,31,27,614.679864388053,education,60 months,10796.438245289624,current
LN01257,83451.44773675407,49,29,635.8901743828737,business,36 months,8148.609709411254,current
LN01258,58380.3801873209,55,17,591.315129919603,home,36 months,22146.874896975198,current
LN01259,35899.76288483183,35,26,721.8841217711142,business,36 months,28723.321094033676,current
LN01260,48884.61844684588,51,34,592.8672200807665,home,36 months,9265.64506167268,current
LN01261,61166.538250434445,62,25,633.7139505918366,education,60 months,28652.761061763304,current
LN01262,51520.10782824823,61,38,722.9715007252026,car,36 months,10752.004944090842,current
LN01263,60775.11984892738,63,17,703.9287815301094,home,36 months,27186.219599626318,default
LN01264,31586.528138412676,36,32,606.812824381985,car,60 months,17162.685704740874,current
LN01265,53387.21648072156,30,24,602.9887799359072,None,36 months,15582.992942690558,current
LN01266,21725.710061900398,52,30,722.8461396867169,car,60 months,31424.505374767155,in grace period
LN01267,47775.47877302599,22,36,568.159550858247,car,60 months,37876.907310580886,current
LN01268,31921.847170704204,44,1,615.7318335544272,home,60 months,5000.0,current
LN01269,35289.40114820467,43,32,528.4079963768834,education,36 months,25994.356797744167,90+dpd
LN01270,74721.86350420874,22,38,756.472515302441,business,60 months,21773.34242168294,current
LN01271,71826.20241188537,58,31,637.1141404427149,home,36 months,26578.825075003573,current
LN01272,62182.76241814354,51,17,611.7389058506874,education,60 months,5614.857356362159,current
LN01273,28153.74470654842,60,16,673.0000666261192,business,60 months,9156.793446365258,current
LN01274,43671.83100610396,46,33,542.415704357594,car,60 months,13285.70274935352,current
LN01275,74261.95399958367,49,38,717.2686000275424,business,36 months,22130.657687013274,current
LN01276,52834.33827279809,23,6,626.1262921707125,business,36 months,12673.462495325746,90+dpd
LN01277,96386.59079963388,34,34,610.5455951076601,education,60 months,16769.771108062654,current
LN01278,57866.35678788744,45,29,587.0778982121999,business,36 months,28305.279225496077,in grace period
LN01279,53840.98232980063,21,11,604.4769247031189,car,60 months,40488.136190983336,current
LN01280,43817.67071594997,23,34,611.2645627761282,home,60 months,27592.002593531863,current
LN01281,52670.81809564565,46,10,567.3039422694006,home,60 months,28593.952043388785,current
LN01282,46950.603272389126,38,3,666.0966718847922,education,60 months,18181.48955479967,current
LN01283,64162.17353377181,29,24,576.9615839995148,car,36 months,11093.965977285778,default
LN01284,69134.04633589167,58,31,502.1054239588513,car,60 months,16740.42007271489,current
LN01285,34280.21078984101,43,19,767.1835341483074,business,36 months,19420.977486121526,current
LN01286,23375.340928844438,41,30,635.760218708412,education,60 months,8398.621852306234,in grace period
LN01287,13275.892537934065,21,3,752.4702532957641,car,60 months,,current
LN01288,60159.82653825087,41,37,585.6336213789972,car,60 months,35194.50534568872,default
LN01289,27932.667876522526,47,0,660.0482472193223,car,60 months,21224.21924717245,current
LN01290,6942.18814095034,62,2,668.0947464040185,home,60 months,30840.73977250119,current
LN01291,57771.57209061928,26,36,643.0472833611312,home,36 months,32084.321430454547,current
LN01292,99859.99034865582,64,21,597.2784414007881,home,36 months,9653.497766558912,default
LN01293,49878.58176920213,56,16,629.8948517162813,business,60 months,5000.0,in grace period
LN01294,66769.81548903283,48,13,709.1475501484094,business,36 months,15009.841648824153,current
LN01295,51636.5871709513,37,34,691.3419680066401,business,36 months,20958.826991281716,current
LN01296,,60,12,646.438153406753,car,60 months,8038.6824422683385,current
LN01297,68381.52965975537,23,34,729.7216350244175,home,60 months,34222.23582678384,90+dpd
LN01298,44194.509116226975,32,1,702.2304869633316,car,60 months,39488.01565250587,90+dpd
LN01299,55347.84628143806,59,12,617.2210636199126,car,60 months,21791.969482273416,in grace period
LN01300,56433.956123920274,32,15,548.5345296264857,education,36 months,10182.026755939849,in grace period
LN01301,36638.190927139025,22,17,648.4985138305341,car,36 months,24862.953485057154,current
LN01302,69840.84699073045,42,6,616.1061667119418,business,36 months,10150.59710648111,current
LN01303,46500.80486609183,43,35,655.093156271682,home,36 months,31430.935490208656,current
LN01304,34885.096810143106,50,29,727.6021359014159,home,60 months,17685.684087530055,current
LN01305,60730.19687140807,25,6,689.8845873250248,car,60 months,27272.52856179089,in grace period
LN01306,32030.640364179253,29,14,721.2984893523402,business,60 months,29018.9726098959,current
LN01307,50563.62314738257,41,39,578.2899864188626,business,60 months,25379.580138401936,current
LN01308,49817.62006711593,31,18,724.4694711174043,business,36 months,37852.8072977166,90+dpd
LN01309,71717.91131663157,25,36,787.609715874888,home,36 months,21782.731160964213,current
LN01310,59493.964657599055,55,1,662.5264544698008,business,60 months,14968.046830507064,current
LN01311,49499.46082509712,47,12,810.5731477265753,business,36 months,5000.0,in grace period
LN01312,66355.32598400574,22,39,604.8650905056433,car,36 months,5000.0,current
LN01313,77804.15098034627,44,30,631.6157294398246,education,60 months,26520.381052220684,default
LN01314,61156.20612703724,51,15,705.18164399967,business,36 months,18161.55941329186,current
LN01315,50207.05239686761,53,5,652.5495898776207,car,60 months,11846.041931050073,default
LN01316,23763.27535299681,59,27,570.2897114009508,car,36 months,8860.948311105596,in grace period
LN01317,28697.726738492547,50,31,670.5649614442361,business,36 months,27409.543366714664,in grace period
LN01318,43895.50591290665,57,9,667.313361188814,education,60 months,10164.649540538774,default
LN01319,37809.75595681433,48,17,595.3003379421967,home,60 months,36306.60987142157,current
LN01320,46260.57394029108,51,3,658.0241371060371,education,60 months,43509.86615734604,90+dpd
LN01321,51132.99849794214,31,8,702.7947342847468,business,36 months,10999.63188006429,current
LN01322,60593.855087134616,43,6,616.5316893748786,education,60 months,26698.25145426235,current
LN01323,48590.024438818175,22,7,683.3096804563202,car,36 months,24400.215935089887,in grace period
LN01324,59730.03287652404,60,6,597.5669562926696,car,60 months,10123.511897177446,current
LN01325,51289.488296202406,61,39,602.651730970603,education,36 months,10180.119233105286,in grace period
LN01326,10490.668672922577,47,2,686.8317299409819,home,60 months,18774.087781455102,in grace period
LN01327,31213.292123624913,55,16,672.7054819837149,education,60 months,8616.105683106967,default
LN01328,47118.24888556769,22,1,513.5695726606668,business,36 months,30912.569609811595,current
LN01329,25806.10514317785,59,14,598.1403307328403,home,36 months,17538.894861421875,default
LN01330,61998.57459992409,57,28,694.8072981640852,education,60 months,8793.716336611718,90+dpd
LN01331,80615.01664687395,41,21,688.8655591926976,education,36 months,19110.10641116634,current
LN01332,74375.23703394634,25,3,716.1794835394629,home,60 months,24664.23300742352,current
LN01333,45731.14258139584,41,5,652.3798081087964,None,36 months,12755.523219550605,90+dpd
LN01334,79814.52273699903,49,37,669.0626349360856,business,36 months,5000.0,current
LN01335,52973.34914404223,40,25,640.0819489780752,car,60 months,21263.67770762334,90+dpd
LN01336,43258.28057763921,58,10,718.1707818718966,business,60 months,7830.003672052377,in grace period
LN01337,37731.9467291812,40,25,684.9076671219647,education,36 months,12062.516669553908,current
LN01338,43950.60627023743,45,16,670.8126218750597,car,36 months,24691.05169899079,current
LN01339,42236.46362917543,22,23,646.9847298948697,home,36 months,14121.011043463885,current
LN01340,53408.32444750975,52,27,613.5209653935343,business,36 months,18588.882132007675,current
LN01341,53211.47962099729,46,34,630.2686724723295,home,60 months,34530.5109863726,90+dpd
LN01342,50060.92040306829,26,30,723.1178484562895,car,60 months,16479.62664644758,90+dpd
LN01343,58738.763394926995,61,12,725.203887355102,education,36 months,40213.16142570108,default
LN01344,73812.92549572683,23,34,626.9428047596864,car,60 months,27399.146447350235,current
LN01345,68991.08270882648,53,15,674.5154213922094,car,36 months,10686.256981902721,current
LN01346,20302.040631001928,21,14,653.7247025566264,home,36 months,15236.463855212402,current
LN01347,-1078.4226980390958,25,17,627.7744354430672,business,36 months,7373.571149594472,default
LN01348,68686.39822478547,33,36,697.0001353818656,car,60 months,,current
LN01349,22662.42603169158,39,26,543.3471380879599,education,36 months,33245.14597088511,current
LN01350,45504.69196214633,32,34,562.0307551064395,car,60 months,16416.061603891067,current
LN01351,26597.73947881281,45,34,707.0413208567446,home,60 months,5000.0,current
LN01352,13960.391248399603,55,27,718.1221045134694,business,36 months,23604.69769963946,current
LN01353,,32,38,555.6527241736936,education,60 months,11380.171034282852,current
LN01354,65183.10320605294,50,37,661.7698429835664,home,36 months,12893.309808879414,90+dpd
LN01355,38469.791985465614,25,8,693.983297141438,car,36 months,23115.271660604412,current
LN01356,-1820.8458428981976,54,11,442.44460823655953,car,60 months,32319.841203194344,current
LN01357,39075.11103495034,42,14,562.4714103120571,business,36 months,27395.017281203865,current
LN01358,57836.080108050926,59,20,649.9122379017916,home,60 months,24295.009882938175,default
LN01359,20421.768624517426,33,34,577.1450120430821,home,60 months,18427.47897413456,90+dpd
LN01360,53667.19839558311,23,32,666.8371928184114,business,60 months,6795.64038344395,current
LN01361,49693.80301654009,40,18,751.157494297038,education,36 months,23479.421169986217,90+dpd
LN01362,61585.82999202177,51,22,600.4199454087353,home,60 months,27177.299646924883,current
LN01363,52391.60736828307,25,12,654.4406591029991,business,36 months,14049.176534404127,current
LN01364,30538.62118236889,44,0,604.932841915416,home,36 months,16336.365379708872,current
LN01365,221794.29009986948,60,28,829.8698110076291,business,60 months,31100.51924183237,current
LN01366,46829.4085394606,53,23,645.765366220227,car,60 months,16075.244800498478,in grace period
LN01367,49453.909209801364,28,15,832.5877324917192,car,36 months,,current
LN01368,31334.640818536078,44,24,734.1350122805064,home,60 months,19116.001880064094,current
LN01369,41134.354976169794,40,22,528.9988178742034,home,60 months,26655.575829394213,current
LN01370,32303.945719461983,36,27,567.8244616540263,car,60 months,22933.312042382266,current
LN01371,46541.07880153154,32,15,590.6210200695684,education,36 months,22192.630004479983,current
LN01372,84234.16960284687,33,37,596.3648350565406,business,60 months,35178.69313002281,current
LN01373,22561.977141372874,62,10,525.3065178287733,education,36 months,15904.810766223196,current
LN01374,17728.772042465178,59,2,603.7730716564703,education,36 months,10494.660968793178,default
LN01375,79423.40654987218,45,14,626.1752264116972,education,60 months,30220.980547459498,default
LN01376,45813.526456962674,52,0,581.987919146985,car,60 months,22309.316001412,current
LN01377,36618.54522680167,44,6,776.5816729659373,home,36 months,14107.538034399495,current
LN01378,70798.09374792152,64,0,622.3666096373837,education,36 months,16401.34586220233,current
LN01379,37887.689205262715,29,31,605.3958976009785,car,60 months,7260.699728694657,current
LN01380,86520.19427093872,60,8,736.9520977030617,business,36 months,22316.801827881525,current
LN01381,63558.51742678538,43,28,630.8314737242164,home,60 months,5385.789640277359,90+dpd
LN01382,40241.77183708595,33,25,557.1745754481066,business,36 months,26820.280576307967,90+dpd
LN01383,93146.16426531007,52,22,673.6203343383288,education,60 months,,default
LN01384,,35,28,777.0269904853003,home,36 months,6059.691982919992,current
LN01385,64841.90744018614,56,37,629.6709104642812,education,60 months,30972.487866912183,current
LN01386,55985.85160812984,25,32,590.6921294426802,home,60 months,42563.94387779976,current
LN01387,76034.82578797596,42,6,703.9808982900472,education,36 months,24373.205088385832,current
LN01388,81230.22393453706,36,11,658.346159140979,business,60 months,17145.79163722531,current
LN01389,50640.08298131533,61,30,840.8996212610683,business,36 months,10399.316551829303,90+dpd
LN01390,34931.64259307633,30,31,578.3788053148542,education,36 months,22618.34612105119,current
LN01391,59199.44285878233,44,19,779.0905426161257,home,36 months,,in grace period
LN01392,36445.692604957876,38,16,716.4129104398309,business,36 months,20068.931514956395,current
LN01393,90267.74495053246,38,35,662.1035230746397,home,60 months,28954.379229934046,default
LN01394,52730.70662165475,27,2,651.0145853383468,home,36 months,35138.89687704065,current
LN01395,42693.56897375783,24,0,569.1319282182818,business,36 months,7403.117993433132,current
LN01396,53693.60611729817,46,26,614.5326483863271,car,36 months,22940.493017190744,current
LN01397,23057.47420940607,25,39,594.3962154798825,car,60 months,5000.0,default
LN01398,30567.71922978697,36,32,640.1474157431588,home,36 months,11859.511951751658,current
LN01399,74008.27815888851,55,19,573.650618683344,business,60 months,27198.639579501418,current
LN01400,36862.114420572085,46,13,657.1959906867523,car,60 months,19531.94924613031,in grace period
LN01401,29061.780346361207,38,35,617.3809401982357,education,36 months,5000.0,current
LN01402,60733.05505054572,49,4,687.1305504640839,home,60 months,30499.111640103984,90+dpd
LN01403,73714.08309325993,43,22,710.5554973930049,car,36 months,,current
LN01404,64379.06621330133,34,14,647.0935344860362,business,60 months,28508.872287581402,current
LN01405,69920.95371611633,35,5,702.6247474411463,business,60 months,25126.819747349826,current
LN01406,34864.09822861078,53,32,627.2917162714355,home,36 months,11668.722189260763,in grace period
LN01407,21563.786665163127,45,18,672.1368452677675,business,60 months,28689.061178306118,current
LN01408,80026.67303910974,41,12,700.6854295269302,education,36 months,23186.16640199459,current
LN01409,43546.403223157286,37,28,654.74925764602,education,60 months,21750.476832688517,90+dpd
LN01410,44983.339670899055,43,5,636.3420706841544,car,36 months,15318.487759642812,90+dpd
LN01411,76563.88283698115,63,14,765.8009460861218,business,36 months,8972.75960520567,current
LN01412,61124.600188013195,37,15,688.0175155813047,education,36 months,15813.199361949692,90+dpd
LN01413,59117.75544163215,34,23,565.1453316743701,home,36 months,15595.516533489856,90+dpd
LN01414,93300.04689802168,49,22,658.79344239219,business,60 months,28516.18968732709,current
LN01415,37129.63539239714,40,9,619.6586481521585,car,36 months,5000.0,current
LN01416,68556.80256162475,50,16,667.0081306828581,home,36 months,34707.14889966858,current
LN01417,51140.26249794169,39,29,662.039726426437,home,36 months,35255.954175550694,current
LN01418,55371.845577265136,59,9,587.8066249205282,home,36 months,13589.961974763042,current
LN01419,80569.36852825063,33,18,674.3394676418457,education,60 months,34015.73810671513,default
LN01420,60156.71512579247,38,28,636.6981701605914,home,36 months,9944.181129145647,current
LN01421,60765.92158099266,43,1,735.2279679164096,education,60 months,31271.25546840221,90+dpd
LN01422,71450.14674619604,53,35,600.3246144363466,home,36 months,11803.409457002746,in grace period
LN01423,42700.945409142296,59,18,640.0143927512105,education,36 months,30334.36890887311,current
LN01424,33215.80665321987,60,6,583.7687981320275,business,36 months,5626.067698892397,current
LN01425,29103.81611957933,38,25,758.0434795486048,education,36 months,30828.52278515617,current
LN01426,10672.868212479967,29,14,697.1657697408635,education,36 months,32885.80572109615,current
LN01427,91124.14259880644,53,37,574.6890378641044,business,36 months,5304.269762320537,in grace period
LN01428,27935.832685566336,52,2,570.7308240722045,home,60 months,37572.59442976152,current
LN01429,45574.92752828456,37,37,705.0695073156647,business,60 months,30184.965017247905,current
LN01430,44463.73400222159,39,15,675.0034967078856,home,36 months,5000.0,current
LN01431,56148.13395618201,47,1,684.4933080840639,education,36 months,15100.397310201304,current
LN01432,66314.74425078594,26,30,678.204382996597,home,36 months,30376.01805680752,current
LN01433,67209.46976719491,55,27,732.3234110645888,education,60 months,27231.11611848545,current
LN01434,38338.45122862123,57,6,691.5367628790832,home,36 months,21117.875698772776,90+dpd
LN01435,46657.56572427177,54,29,624.8485852865466,education,60 months,29279.646498992755,current
LN01436,55651.599009765996,40,6,570.233453357521,education,60 months,11259.708178167195,current
LN01437,45026.17747632906,45,35,525.2515585354486,car,60 months,20473.62940214035,in grace period
LN01438,82146.91152039985,24,28,673.4221500964427,home,60 months,11544.188017973138,current
LN01439,59819.49903276503,30,23,529.5563318783417,home,60 months,21348.092601222215,current
LN01440,64697.55572099635,30,38,680.7972757209149,car,36 months,30010.309580255736,current
LN01441,63257.62537334825,44,3,640.2253670477694,education,60 months,27815.60479631609,current
LN01442,73469.4771497065,41,28,808.0731990446471,education,60 months,22228.89737551235,current
LN01443,53620.43117407414,31,4,676.1694295911755,car,36 months,29896.937505958114,current
LN01444,24063.36104088307,47,28,620.5475478141607,car,36 months,30881.780137567137,current
LN01445,57993.75903505283,36,29,543.3918279965698,business,60 months,37973.22871462573,90+dpd
LN01446,36972.86212416342,46,28,547.140335494683,education,36 months,31674.682045475874,90+dpd
LN01447,,50,25,685.6524056662836,business,36 months,26564.23018077778,current
LN01448,61727.280375101866,36,18,638.340463448507,home,36 months,29340.91354643799,current
LN01449,74765.66142867271,27,25,850.7719131340775,business,60 months,22435.594142763857,current
LN01450,50425.43153472123,36,36,643.1417902388928,car,60 months,17200.505670066574,in grace period
LN01451,56176.66025197928,55,26,666.531169204332,car,36 months,28676.088271035267,current
LN01452,84044.29889270476,36,29,590.3914595318896,car,36 months,27571.24335725055,current
LN01453,54815.063589771366,60,29,719.6652225184833,car,60 months,22919.552726728605,in grace period
LN01454,,32,2,635.7631495071433,business,60 months,18054.058058403643,current
LN01455,61310.19291263088,55,6,696.5489879890189,business,36 months,17499.461439529252,90+dpd
LN01456,14784.744816883649,41,8,670.1402261514675,business,60 months,15912.89472260201,90+dpd
LN01457,65066.83242209065,63,12,670.2603098994923,car,60 months,32557.078255848308,current
LN01458,57623.167697655554,56,14,779.1410825349067,car,36 months,31784.269584876565,current
LN01459,75795.05508165491,37,4,631.5757894087773,education,36 months,31355.01896858702,in grace period
LN01460,63463.62702539917,52,28,779.2813912865474,education,60 months,9481.41407755126,current
LN01461,47230.880320324526,61,34,556.7946083609712,car,60 months,16407.091604349822,90+dpd
LN01462,25514.035274212685,26,26,679.975979048427,education,60 months,17426.08725202247,current
LN01463,45819.534854279496,44,26,634.3805405065174,home,36 months,13938.555298397545,current
LN01464,32989.590915814,47,7,581.9502588805251,home,36 months,38625.950986011725,default
LN01465,,40,31,520.6299679353042,car,36 months,24004.644555493433,current
LN01466,61771.56808841219,45,19,642.0546773568752,business,36 months,23286.091919037088,current
LN01467,83398.09008702813,22,9,659.2609838170185,home,60 months,15340.796645884267,current
LN01468,57893.43059645962,29,12,668.5268155459116,home,36 months,28620.919871481405,default
LN01469,26082.33875929631,48,28,675.349336443688,business,36 months,41915.36759662428,current
LN01470,58892.05336440282,58,34,600.8293705896685,education,60 months,20809.510223963905,in grace period
LN01471,73932.62973291302,23,7,795.5413167574949,business,36 months,17664.85198455134,current
LN01472,37804.341913612356,40,28,598.6368613948589,education,60 months,19094.148572115213,current
LN01473,47319.65666654165,26,30,688.0031845410995,education,36 months,16779.480697052888,current
LN01474,50293.76389458394,59,29,655.1354300656537,business,60 months,19971.339355599528,current
LN01475,34302.033738355196,53,21,618.9223031251043,education,60 months,13885.25988350833,current
LN01476,62965.60867687718,21,20,664.2995607780692,home,60 months,11134.511699103978,in grace period
LN01477,47581.037027844366,57,11,580.2908600985419,car,36 months,19787.60942422994,current
LN01478,58390.64887814056,26,10,629.7909689407103,education,60 months,20810.986039119103,90+dpd
LN01479,32250.156443958,54,1,536.9972380558673,home,36 months,17268.85436961998,current
LN01480,,35,1,601.3318598077528,business,36 months,34569.78286196328,default
LN01481,64447.62715655543,46,33,630.3108916079395,education,36 months,24154.906503140457,current
LN01482,42543.33695816466,34,2,700.2387816947985,home,36 months,27424.581478191893,current
LN01483,84539.2770246681,27,15,659.8344628330141,education,36 months,27690.22345783737,current
LN01484,42007.27628770795,51,3,609.1715119687318,business,36 months,21046.45946080875,current
LN01485,54493.69451503772,44,22,668.4264555234604,car,60 months,22186.514650023302,90+dpd
LN01486,68651.8166374618,51,19,679.841448632681,education,60 months,11398.323081583745,current
LN01487,21632.685341339366,49,24,578.7897876919325,car,36 months,26559.82846379287,default
LN01488,14783.823760384483,62,29,640.9097605793402,education,36 months,16666.8530528474,current
LN01489,19486.873708598105,52,17,605.5115192137741,education,36 months,13602.48618186243,current
LN01490,75251.68206854364,37,10,632.295200365333,business,36 months,33019.659873948985,current
LN01491,38962.83708215106,34,28,602.8092682590614,education,36 months,6677.589462139209,current
LN01492,101163.98571336505,60,16,766.1484833106409,home,60 months,37190.75775667114,current
LN01493,38715.04802685223,56,25,604.665037841323,home,60 months,36399.306563563616,current
LN01494,53691.02606394074,44,22,670.4997489620106,car,36 months,17777.589294876525,current
LN01495,80842.19905135751,47,19,589.6041298873649,car,36 months,37851.99078539923,current
LN01496,90121.85776318246,45,1,766.7231569932804,home,60 months,11116.573662142426,in grace period
LN01497,91230.07153272795,52,23,648.9504216842735,car,36 months,29940.88944510296,current
LN01498,74167.32461186284,38,30,700.7175387265748,car,36 months,20167.996358099383,default
LN01499,70481.25051622925,38,26,651.4014308986523,home,36 months,5000.0,in grace period
LN01500,61850.53898402366,57,1,687.5988793721357,home,60 months,13689.890439152883,current
LN01501,65567.22152333276,46,13,695.1379862915012,home,60 months,18254.97309974458,current
LN01502,38976.28567342933,29,3,627.379806801362,business,36 months,27790.06311699187,current
LN01503,33636.02233155386,55,12,501.54845329359483,business,60 months,15229.175894164819,current
LN01504,,28,35,724.8335178529977,home,60 months,17268.54780589631,default
LN01505,46596.307549501435,40,34,635.3330705310829,education,36 months,25409.83822201968,in grace period
LN01506,40935.439013454496,62,7,665.2258088582789,home,60 months,24880.96001703838,in grace period
LN01507,63927.74894913431,42,1,710.878006585353,business,60 months,19082.74414336225,current
LN01508,69106.10417141022,39,5,635.6338632140381,car,60 months,16971.545728397883,in grace period
LN01509,51768.13772583695,50,30,686.4975690307891,education,60 months,29393.064636280207,current
LN01510,79550.60162110523,48,9,625.7484043750483,education,60 months,16915.33349669382,current
LN01511,27166.2177173299,55,20,652.8241670134681,car,60 months,8106.139765346263,in grace period
LN01512,46126.81081440564,63,9,646.0359536004964,education,36 months,16055.995506013263,in grace period
LN01513,35663.5535879439,31,22,604.6188428855519,car,36 months,25468.16670839703,current
LN01514,12669.267658538804,51,2,614.4886689230885,business,36 months,18507.093882567762,current
LN01515,48346.386283146014,59,31,573.0127924880552,education,60 months,14972.360776357997,current
LN01516,47565.04983233433,56,19,667.727794112147,education,36 months,7451.968989123932,current
LN01517,80268.99486484262,50,9,707.6964897390798,car,60 months,18560.633388508963,90+dpd
LN01518,62616.23369109555,43,28,685.3409928270233,car,60 months,22279.128498530932,current
LN01519,29516.263513415903,39,33,733.1981707839245,business,36 months,9926.155876279301,current
LN01520,87081.85132668377,32,36,678.9636406819725,car,60 months,18107.128663522268,current
LN01521,74420.67391050706,35,19,671.1220362041936,car,36 months,,90+dpd
LN01522,61641.95406937232,51,7,578.2530453334932,business,60 months,18712.216987799082,current
LN01523,45470.31802300336,63,6,754.0731317736467,home,36 months,37254.953621777066,current
LN01524,30811.215265530405,57,5,524.4711269487548,home,36 months,21717.13274506772,current
LN01525,42555.86447857894,57,10,657.0852662902103,car,36 months,5000.0,current
LN01526,71774.97239408371,35,17,627.2702465771226,business,36 months,23311.30278144675,current
LN01527,87691.72611869218,49,28,690.5838383485568,home,60 months,33118.14183194126,90+dpd
LN01528,80864.87056544378,63,24,587.8306708592222,business,36 months,,current
LN01529,40223.01156427452,46,20,701.1694037908759,car,60 months,9545.067826825778,current
LN01530,27607.651334219776,64,2,559.2750287958918,car,36 months,22583.484776039644,current
LN01531,52817.72493822408,22,17,732.985392197828,business,36 months,19128.845473476656,current
LN01532,14631.21268874297,40,23,548.2284304014424,education,36 months,32111.69370366708,default
LN01533,56463.35428369563,35,37,723.2581729636438,car,60 months,18193.629472248234,default
LN01534,47047.948274026625,24,9,587.4103562694355,car,36 months,28254.474989892362,current
